7.40000000,0.70000000,0.00000000,1.90000000,0.07600000,11.00000000,34.00000000,0.99780000,3.51000000,0.56000000,9.40000000,5.00000000
7.80000000,0.88000000,0.00000000,2.60000000,0.09800000,25.00000000,67.00000000,0.99680000,3.20000000,0.68000000,9.80000000,5.00000000
7.80000000,0.76000000,0.04000000,2.30000000,0.09200000,15.00000000,54.00000000,0.99700000,3.26000000,0.65000000,9.80000000,5.00000000
11.20000000,0.28000000,0.56000000,1.90000000,0.07500000,17.00000000,60.00000000,0.99800000,3.16000000,0.58000000,9.80000000,6.00000000
7.40000000,0.70000000,0.00000000,1.90000000,0.07600000,11.00000000,34.00000000,0.99780000,3.51000000,0.56000000,9.40000000,5.00000000
7.40000000,0.66000000,0.00000000,1.80000000,0.07500000,13.00000000,40.00000000,0.99780000,3.51000000,0.56000000,9.40000000,5.00000000
7.90000000,0.60000000,0.06000000,1.60000000,0.06900000,15.00000000,59.00000000,0.99640000,3.30000000,0.46000000,9.40000000,5.00000000
7.30000000,0.65000000,0.00000000,1.20000000,0.06500000,15.00000000,21.00000000,0.99460000,3.39000000,0.47000000,10.00000000,7.00000000
7.80000000,0.58000000,0.02000000,2.00000000,0.07300000,9.00000000,18.00000000,0.99680000,3.36000000,0.57000000,9.50000000,7.00000000
7.50000000,0.50000000,0.36000000,6.10000000,0.07100000,17.00000000,102.00000000,0.99780000,3.35000000,0.80000000,10.50000000,5.00000000
6.70000000,0.58000000,0.08000000,1.80000000,0.09700000,15.00000000,65.00000000,0.99590000,3.28000000,0.54000000,9.20000000,5.00000000
7.50000000,0.50000000,0.36000000,6.10000000,0.07100000,17.00000000,102.00000000,0.99780000,3.35000000,0.80000000,10.50000000,5.00000000
5.60000000,0.61500000,0.00000000,1.60000000,0.08900000,16.00000000,59.00000000,0.99430000,3.58000000,0.52000000,9.90000000,5.00000000
7.80000000,0.61000000,0.29000000,1.60000000,0.11400000,9.00000000,29.00000000,0.99740000,3.26000000,1.56000000,9.10000000,5.00000000
8.90000000,0.62000000,0.18000000,3.80000000,0.17600000,52.00000000,145.00000000,0.99860000,3.16000000,0.88000000,9.20000000,5.00000000
8.90000000,0.62000000,0.19000000,3.90000000,0.17000000,51.00000000,148.00000000,0.99860000,3.17000000,0.93000000,9.20000000,5.00000000
8.50000000,0.28000000,0.56000000,1.80000000,0.09200000,35.00000000,103.00000000,0.99690000,3.30000000,0.75000000,10.50000000,7.00000000
8.10000000,0.56000000,0.28000000,1.70000000,0.36800000,16.00000000,56.00000000,0.99680000,3.11000000,1.28000000,9.30000000,5.00000000
7.40000000,0.59000000,0.08000000,4.40000000,0.08600000,6.00000000,29.00000000,0.99740000,3.38000000,0.50000000,9.00000000,4.00000000
7.90000000,0.32000000,0.51000000,1.80000000,0.34100000,17.00000000,56.00000000,0.99690000,3.04000000,1.08000000,9.20000000,6.00000000
8.90000000,0.22000000,0.48000000,1.80000000,0.07700000,29.00000000,60.00000000,0.99680000,3.39000000,0.53000000,9.40000000,6.00000000
7.60000000,0.39000000,0.31000000,2.30000000,0.08200000,23.00000000,71.00000000,0.99820000,3.52000000,0.65000000,9.70000000,5.00000000
7.90000000,0.43000000,0.21000000,1.60000000,0.10600000,10.00000000,37.00000000,0.99660000,3.17000000,0.91000000,9.50000000,5.00000000
8.50000000,0.49000000,0.11000000,2.30000000,0.08400000,9.00000000,67.00000000,0.99680000,3.17000000,0.53000000,9.40000000,5.00000000
6.90000000,0.40000000,0.14000000,2.40000000,0.08500000,21.00000000,40.00000000,0.99680000,3.43000000,0.63000000,9.70000000,6.00000000
6.30000000,0.39000000,0.16000000,1.40000000,0.08000000,11.00000000,23.00000000,0.99550000,3.34000000,0.56000000,9.30000000,5.00000000
7.60000000,0.41000000,0.24000000,1.80000000,0.08000000,4.00000000,11.00000000,0.99620000,3.28000000,0.59000000,9.50000000,5.00000000
7.90000000,0.43000000,0.21000000,1.60000000,0.10600000,10.00000000,37.00000000,0.99660000,3.17000000,0.91000000,9.50000000,5.00000000
