3.26000000,0.82900000,1.67600000,0.00000000,1.00000000,1.45300000,3.77000000
2.18900000,0.58000000,0.86300000,0.00000000,0.00000000,1.34800000,3.11500000
2.12500000,0.63800000,0.83100000,0.00000000,0.00000000,1.34800000,3.53100000
3.02700000,0.33100000,1.47200000,1.00000000,0.00000000,1.80700000,3.51000000
2.09400000,0.82700000,0.86000000,0.00000000,0.00000000,1.88600000,5.39000000
3.22200000,0.33100000,2.17700000,0.00000000,0.00000000,0.70600000,1.81900000
3.17900000,0.00000000,1.06300000,0.00000000,0.00000000,2.94200000,3.94700000
3.00000000,0.00000000,0.93800000,1.00000000,0.00000000,2.85100000,3.51300000
2.62000000,0.49900000,0.99000000,0.00000000,0.00000000,2.94200000,4.40200000
2.83400000,0.13400000,0.95000000,0.00000000,0.00000000,1.59100000,3.02100000
2.40500000,0.13400000,0.84300000,0.00000000,0.00000000,1.76900000,3.21000000
2.72800000,0.22300000,0.95300000,0.00000000,0.00000000,1.59100000,2.37100000
2.51200000,0.22300000,0.92900000,1.00000000,0.00000000,1.76900000,3.91900000
2.83400000,0.13400000,1.23700000,0.00000000,0.00000000,1.85900000,3.03000000
2.81900000,0.33100000,1.27100000,0.00000000,1.00000000,0.98100000,2.73600000
2.12600000,0.25100000,1.11400000,0.00000000,0.00000000,0.14300000,2.15700000
2.83400000,0.13400000,1.32200000,0.00000000,0.00000000,1.19900000,2.41300000
3.01400000,0.56000000,1.78100000,0.00000000,0.00000000,-0.11500000,0.89800000
3.02400000,0.45200000,2.69800000,0.00000000,0.00000000,1.10700000,0.45000000
3.03600000,0.40500000,1.20500000,1.00000000,0.00000000,1.80700000,3.73300000
2.70700000,0.97200000,1.88900000,0.00000000,3.00000000,-1.16900000,2.97600000
2.97800000,1.24600000,1.10300000,0.00000000,1.00000000,3.98800000,6.53500000
3.11100000,0.73200000,0.92300000,0.00000000,0.00000000,4.06800000,5.64300000
3.31500000,0.22300000,0.96000000,0.00000000,0.00000000,3.39500000,4.62900000
2.71000000,0.93000000,0.72400000,0.00000000,0.00000000,2.52600000,4.83800000
3.32600000,0.64700000,0.98600000,0.00000000,1.00000000,3.11200000,4.08100000
3.33200000,0.13400000,1.29400000,0.00000000,0.00000000,2.51000000,3.43600000
3.89600000,0.13400000,1.98400000,0.00000000,0.00000000,2.59100000,3.45000000
3.15500000,0.63800000,2.12800000,0.00000000,0.00000000,-0.93700000,1.10200000
2.47900000,0.88700000,0.95400000,0.00000000,0.00000000,1.74800000,4.25700000
1.07500000,1.16100000,0.86500000,0.00000000,1.00000000,0.02400000,5.38600000
3.64500000,0.22300000,1.15500000,0.00000000,0.00000000,2.83700000,3.39300000
3.07900000,0.42900000,2.13500000,0.00000000,0.00000000,-0.52100000,1.30800000
3.33200000,0.13400000,1.51900000,0.00000000,0.00000000,2.24200000,3.55400000
2.72600000,0.49600000,1.17900000,0.00000000,1.00000000,1.06000000,2.26900000
3.53200000,0.13400000,1.11000000,0.00000000,0.00000000,2.81300000,4.16500000
4.21600000,0.22300000,1.24800000,0.00000000,0.00000000,5.08900000,5.89600000
3.60500000,0.00000000,1.15000000,0.00000000,0.00000000,3.56200000,4.82900000
2.91800000,0.22300000,0.94400000,3.00000000,0.00000000,2.06600000,4.59000000
3.83300000,0.40500000,1.52200000,0.00000000,1.00000000,3.49200000,2.09200000
3.66900000,0.22300000,1.59900000,0.00000000,0.00000000,2.27400000,3.66500000
2.82400000,0.22300000,1.00000000,1.00000000,0.00000000,2.10200000,3.56000000
2.23300000,0.64000000,0.92000000,1.00000000,0.00000000,2.37000000,4.80500000
3.10300000,0.13400000,1.34400000,0.00000000,0.00000000,1.53300000,3.17400000
4.41300000,0.56000000,1.17000000,1.00000000,2.00000000,3.90600000,7.89900000
3.64100000,0.33100000,1.93300000,0.00000000,1.00000000,1.56500000,2.67000000
3.07300000,0.69300000,1.85100000,0.00000000,2.00000000,0.78700000,4.01600000
3.01200000,0.22300000,1.02300000,0.00000000,0.00000000,2.19300000,3.85700000
3.81800000,0.69300000,1.62700000,2.00000000,2.00000000,2.21700000,5.52200000
4.17100000,0.69300000,1.67800000,0.00000000,2.00000000,2.84900000,4.85100000
3.73400000,0.22300000,1.45000000,2.00000000,1.00000000,2.64200000,3.84000000
3.73400000,0.22300000,1.37400000,2.00000000,2.00000000,2.64200000,4.58600000
2.12600000,0.97700000,0.77100000,0.00000000,0.00000000,3.79500000,5.28400000
2.21600000,0.67900000,0.76400000,0.00000000,0.00000000,2.29600000,3.55900000
3.17900000,0.00000000,1.06300000,0.00000000,0.00000000,2.94200000,4.09100000
2.62000000,0.49900000,0.99000000,0.00000000,0.00000000,3.21000000,4.33000000
2.72800000,0.22300000,0.95300000,0.00000000,0.00000000,1.85900000,3.75500000
2.12600000,0.83000000,0.89900000,0.00000000,0.00000000,3.47800000,4.55200000
2.21600000,0.58200000,0.83900000,0.00000000,0.00000000,2.12700000,3.62000000
2.08600000,0.64000000,0.83800000,0.00000000,0.00000000,2.12700000,4.45900000
2.83400000,0.13400000,0.95000000,0.00000000,0.00000000,1.85900000,2.82700000
2.12600000,0.40500000,0.91700000,4.00000000,2.00000000,0.41100000,6.38000000
3.08000000,0.40500000,1.60900000,1.00000000,1.00000000,1.61900000,4.78600000
1.63600000,0.64000000,1.69500000,0.00000000,0.00000000,0.40800000,3.86100000
2.21900000,0.60400000,1.53700000,0.00000000,0.00000000,2.02600000,3.26200000
1.59400000,0.22300000,1.33300000,2.00000000,0.00000000,0.09400000,6.29700000
1.81800000,0.49900000,1.46800000,1.00000000,0.00000000,1.67200000,3.54600000
1.50000000,0.83000000,1.89100000,0.00000000,0.00000000,1.81700000,2.92000000
1.51200000,0.64000000,1.84400000,0.00000000,0.00000000,0.34700000,3.20300000
2.56000000,0.13400000,1.75800000,0.00000000,0.00000000,0.34700000,2.28300000
1.81800000,0.13400000,1.44500000,0.00000000,0.00000000,0.20200000,1.55900000
1.35900000,0.13400000,1.13000000,1.00000000,0.00000000,0.09400000,3.47000000
0.66700000,0.58200000,1.36100000,0.00000000,0.00000000,0.20200000,4.74800000
2.33300000,0.25100000,1.94600000,0.00000000,0.00000000,-1.05300000,2.57600000
2.02600000,0.22300000,1.42900000,1.00000000,0.00000000,0.20200000,5.25900000
